"","Assemblage","Diversity","Observed","Estimator","s.e.","LCL","UCL"
"244","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO","Species richness",15,17.2258064516129,5.32138358272577,15,27.6555266216781
"245","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO","Shannon diversity",10.8852344755485,11.9777670463512,0.925281070577628,10.1642494724424,13.7912846202601
"246","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO","Simpson diversity",8.98130841121495,9.83448275862068,0.8918500021021,8.08648887488859,11.5824766423528
"247","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Species richness",10,40.8148148148148,17.1561764254195,10,74.4403027210521
"248","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Shannon diversity",4.30861954628944,7.72397609758351,4.38736219943902,0,16.3230479956164
"249","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Simpson diversity",2.421926910299,2.56204379562044,1.33189025018714,0,5.17250071734727
"250","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO SABONETAL","Species richness",10,16,6.21582558729869,10,28.182794285288
"251","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO SABONETAL","Shannon diversity",7.30697904870538,10.2285858724132,2.83011260192828,4.68166710044088,15.7755046443856
"252","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO SABONETAL","Simpson diversity",5.63063063063063,6.97674418604651,2.28274818356287,2.50263996048907,11.450848411604
"253","ÁREA DE PROTEÇÃO AMBIENTAL SERRA GERAL DE GOIÁS","Species richness",7,9.96774193548387,2.83676295821502,7,15.5276951662626
"254","ÁREA DE PROTEÇÃO AMBIENTAL SERRA GERAL DE GOIÁS","Shannon diversity",2.82900858233707,2.98729386726685,0.346600480461463,2.3079694085381,3.6666183259956
"255","ÁREA DE PROTEÇÃO AMBIENTAL SERRA GERAL DE GOIÁS","Simpson diversity",2.15309932785661,2.18042813455657,0.219779471230292,1.74966828640395,2.6111879827092
"256","ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ","Species richness",11,28.64,12.197368483152,11,52.5464029331419
"257","ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ","Shannon diversity",6.40458040799164,8.21247303861306,1.616626617985,5.04394309091366,11.3810029863125
"258","ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ","Simpson diversity",5,5.44444444444445,0.671110847608357,4.12909135349792,6.75979753539098
"259","ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH","Species richness",125,191.802545637247,20.9450315988433,150.75103804846,232.854053226033
"260","ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH","Shannon diversity",29.406428766906,33.244398204158,2.14582280473475,29.0386627896732,37.4501336186429
"261","ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH","Simpson diversity",11.0557032805069,11.1877463054187,0.663991464271171,9.88634694940521,12.4891456614322
"262","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA GRANJA DO IPÊ","Species richness",8,8.24728260869565,2.17394162869906,8,12.5081299054382
"263","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA GRANJA DO IPÊ","Shannon diversity",4.25595587231776,4.4411412560677,0.45091705642922,3.55736006545162,5.32492244668379
"264","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA GRANJA DO IPÊ","Simpson diversity",3.1301775147929,3.2052067381317,0.414794974825426,2.39222352650566,4.01818994975773
"265","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FAZENDA RAPOSA","Species richness",1,1,0,1,1
"266","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FAZENDA RAPOSA","Shannon diversity",1,1,0,1,1
"267","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FAZENDA RAPOSA","Simpson diversity",1,Inf,NA,NA,NA
"268","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA CICUTA","Species richness",1,1,0,1,1
"269","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA CICUTA","Shannon diversity",1,1,0,1,1
"270","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA CICUTA","Simpson diversity",1,Inf,NA,NA,NA
"271","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHA AMEIXAL","Species richness",1,1,0,1,1
"272","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHA AMEIXAL","Shannon diversity",1,1,0,1,1
"273","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHA AMEIXAL","Simpson diversity",1,Inf,NA,NA,NA
"274","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE","Species richness",4,6.5,3.26731767030665,4,12.9038249598524
"275","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE","Shannon diversity",3.46410161513775,6.07249036096725,4.14558626995006,0,14.1976901448731
"276","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE","Simpson diversity",3,5,NA,NA,NA
"277","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Species richness",4,4,0.5,4,4.97998199227003
"278","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Shannon diversity",2.06550658755193,2.10122071334028,0.195776463160044,1.71750589652596,2.4849355301546
"279","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Simpson diversity",1.60553183590124,1.61616924820551,0.149914440563541,1.3223423439385,1.90999615247252
"280","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","Species richness",17,32.8796992481203,17.0839037161593,17,66.3635352471425
"281","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","Shannon diversity",6.92886776712931,7.82271876241223,1.05519277664247,5.75457892344618,9.89085860137828
"282","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","Simpson diversity",4.59812841174942,4.7269789983845,0.520924073601225,3.7059865754462,5.74797142132279
"283","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS","Species richness",1,1,0,1,1
"284","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS","Shannon diversity",1,1,0,1,1
"285","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS","Simpson diversity",1,1,0,1,1
"286","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ","Species richness",12,27.304347826087,14.5598778800494,12,55.8411840902851
"287","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ","Shannon diversity",8.86063723799529,15.9222446598265,6.00611825532474,4.15046919250147,27.6940201271515
"288","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ","Simpson diversity",6.53086419753086,8.72413793103448,4.52482857085629,0,17.5926389661306
"289","ARIE DO BOSQUE","Species richness",2,2.5,0.703239258393226,2,3.87832361896538
"290","ARIE DO BOSQUE","Shannon diversity",2,3.37500000000171,1.11346215912341,1.19265426997162,5.5573457300318
"291","ARIE DO BOSQUE","Simpson diversity",2,Inf,NA,NA,NA
"292","ARIE DO CÓRREGO MATO GRANDE","Species richness",5,5.58333333333333,2.68750401911257,5,10.8507444191006
"293","ARIE DO CÓRREGO MATO GRANDE","Shannon diversity",4.75682846001088,6.70222359678881,2.31536301109919,2.16419548389819,11.2402517096794
"294","ARIE DO CÓRREGO MATO GRANDE","Simpson diversity",4.57142857142857,9.33333333333333,2.73389135146854,3.97500474680947,14.6916619198572
"295","ARIE DOM BOSCO","Species richness",2,2.33333333333333,1.00958370592005,2,4.3120810363151
"296","ARIE DOM BOSCO","Shannon diversity",1.88988157484231,2.51984209978993,1.50303697563331,0,5.46574043946322
