ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Código WDPA
1.351;0000.00.1351;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DOS SONHOS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2001;2001;Portaria 27/2001 de 01/03/2001;Sem informação.;ALTO PARAÍSO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;60;60;60;;0;0;60;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682845
1.355;0000.00.1355;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SOLUAR;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2005;2005;Portaria 17/2005 de 11/04/2005;Sem informação.;CAVALCANTE (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;44;44;42;;0;0;44;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600229
1.365;0000.00.1365;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO ESTRELA DALVA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1998;1998;Portaria 134 de 18/09/1998;Sem informação.;CIDADE OCIDENTAL (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;5;5;5;;0;0;5;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682713
1.367;0000.00.1367;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JOÃO DE BARRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1999;1999;Portaria 90/99-N de 15/10/1999;Sem informação.;SANTO ANTÔNIO DO DESCOBERTO (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;3;3;3;;0;0;3;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682674
1.400;0000.00.1400;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA DO FORMOSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;2001;Portaria 115 de 03/09/2001;Sem informação.;COCOS (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;501;501;502;;0;0;501;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682548
1.564;0000.00.1564;;RESERVA EXTRATIVISTA CHAPADA LIMPA;Federal;Reserva Extrativista;Category VI;MA;2007;2007;Decreto S/N de 26/09/2007;Sem informação.;CHAPADINHA (MA);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;11.973;11.973;11.971;;0;0;11.973;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;354007
2.073;0000.00.2073;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA I;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2007;2007;Portaria 7 de 11/10/2007;Sem informação.;COROMANDEL (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;29;29;29;;0;0;29;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600125
2.075;0000.00.2075;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BURACO DAS ARARAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MS;2007;2007;Portaria 31 de 11/04/2007;Sem informação.;JARDIM (MS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;29;29;29;;0;0;29;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555599968
2.079;0000.00.2079;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SEGREDO DA SERRA DOS PIRENEUS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2009;2009;Portaria 17/2009 de 25/03/2009;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4;4;4;;0;0;4;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600261
2.106;0000.00.2106;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CALIXTO;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;2009;2009;Portaria 42 de 04/06/2009;Sem informação.;DIANÓPOLIS (TO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;343;343;365;;0;0;343;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600078
2.120;0000.00.2120;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL HOTEL MIRANTE;Federal;Reserva Particular do Patrimônio Natural;Category IV;MT;2004;2004;Portaria 25/04-N de 08/03/2004;Sem informação.;CHAPADA DOS GUIMARÃES (MT);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;20;20;20;;0;0;20;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682765
2.166;0000.00.2166;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA II;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2007;2007;Portaria 8 de 11/10/2007;Sem informação.;COROMANDEL (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;7;7;7;;0;0;7;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555599997
2.167;0000.00.2167;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA III;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2007;2007;Portaria 09/2007 de 11/10/2007;Sem informação.;COROMANDEL (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6;6;8;;0;0;6;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600041
2.169;0000.00.2169;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA V;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2007;2007;Portaria 11/2007 de 11/10/2007;Sem informação.;COROMANDEL (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;7;7;11;;0;0;7;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682703
2.171;0000.00.2171;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA VII;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2004;2004;Portaria 12 de 11/10/2004;Sem informação.;COROMANDEL (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;136;136;136;;0;0;136;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555599974
2.173;0000.00.2173;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA RECANTO DAS ÁGUAS CLARAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2007;2007;Portaria 02/2007 de 09/01/2007;Sem informação.;PATROCÍNIO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;12;12;11;;0;0;12;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600046
2.174;0000.00.2174;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA SÃO BERNARDO I;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2007;2007;Portaria 03/2007-N de 22/08/2007;Sem informação.;PATROCÍNIO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;20;20;32;;0;0;20;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682730
2.183;0000.00.2183;;RESERVA NATURAL DO TOMBADOR;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2009;2009;Portaria 26 de 08/05/2009;Sem informação.;CAVALCANTE (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;8.718;8.718;8.730;;0;0;8.718;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600224
2.205;0000.00.2205;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA CLARA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2002;2002;Portaria 48 de 18/04/2002;Sem informação.;CRISTALINA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;164;164;166;;0;0;164;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759196
2.216;0000.00.2216;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SONHADA;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;2010;2010;Portaria 44 de 08/06/2010;Sem informação.;PIUM (TO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;887;887;931;;0;0;887;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600218
2.228;0000.00.2228;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS COPAIBEIRAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;DF;2010;2010;Portaria 51 de 12/07/2010;Sem informação.;BRASÍLIA (DF);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4;4;4;;0;0;4;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600295
2.234;0000.00.2234;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VEREDAS DO PRATUDINHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2011;2011;Portaria 08/2011 de 27/01/2011;Sem informação.;JABORANDI (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2.238;2.238;2.237;;0;0;2.238;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600196
2.668;0000.00.2668;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NASCENTES DO RIO  ARAGUAIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2012;2012;Portaria 7 de 12/01/2012;Sem informação.;MINEIROS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;390;390;390;;0;0;390;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600066
2.670;0000.00.2670;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PAU TERRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2011;2011;Portaria 100 de 02/12/2011;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6;6;6;;0;0;6;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600276
2.744;0000.00.2744;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BICO DO JAVAÉS;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;2011;2011;Portaria 99 de 02/12/2011;Sem informação.;LAGOA DA CONFUSÃO (TO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2.762;2.762;2.761;;0;0;2.762;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600256
3.077;0000.00.3077;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CENTRO DE PESQUISA ESPELIOLÓGICO - AURORA NATURA;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;2012;2012;Portaria 199 de 11/10/2012;Sem informação.;AURORA DO TOCANTINS (TO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;15;15;15;;0;0;15;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555599990
3.105;0000.00.3105;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NASCENTES DO RIO TOCANTINS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2011;2011;Portaria 98 de 02/12/2011;Sem informação.;SÃO JOÃO D'ALIANÇA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;270;270;270;;0;0;270;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600227
3.106;0000.00.3106;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE BOTÂNICO DOS KAIAPÓS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2013;2013;Portaria 206 de 11/07/2013;Sem informação.;SENADOR CANEDO (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;81;81;80;;0;0;81;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600195
3.107;0000.00.3107;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CATINGUEIRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2013;2013;Portaria 256 de 05/12/2013;Sem informação.;CAVALCANTE (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;60;60;60;;0;0;60;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600243
3.108;0000.00.3108;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL INTEGRA O PARQUE;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2013;2013;Portaria 250 de 13/11/2013;Sem informação.;CAVALCANTE (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;318;318;311;;0;0;318;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600275
3.109;0000.00.3109;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIA BATISTA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2013;2013;Portaria 251 de 13/11/2013;Sem informação.;CAVALCANTE (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;48;48;48;;0;0;48;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600270
3.110;0000.00.3110;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTE DA PEDRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2013;2013;Portaria 248 de 13/11/2013;Sem informação.;CAVALCANTE (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;107;107;113;;0;0;107;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600225
3.112;0000.00.3112;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO DAS PEDRAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2014;2014;Portaria 50 de 30/04/2014;Sem informação.;SÃO JOÃO D'ALIANÇA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;26;26;26;;0;0;26;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600214
3.135;0000.00.3135;;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL NASCENTES GERAIZEIRAS;Federal;Reserva de Desenvolvimento Sustentável;Category VI;MG;2014;2014;Decreto Sem número de 13/10/2014;Sem informação.;MONTEZUMA (MG) - RIO PARDO DE MINAS (MG) - VARGEM GRANDE DO RIO PARDO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;38.177;38.177;38.177;;0;0;38.177;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555600159
3.681;0000.00.3681;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLOR DO CERRADO II;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2016;2016;Portaria 21 de 16/03/2016;Sem informação.;ALTO PARAÍSO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;74;74;74;;0;0;74;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682314
4.461;0000.00.4461;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAVRINHAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2021;2021;Portaria 783 de 22/12/2021;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1;1;1;;0;0;1;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759147
4.462;0000.00.4462;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AVÁ-CANOEIRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2022;2022;Portaria 241 de 29/03/2022;Sem informação.;CAVALCANTE (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1.017;1.017;1.018;;0;0;1.017;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759068
4.463;0000.00.4463;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SOL E LUZ;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2022;2022;Portaria 158 de 11/03/2022;Sem informação.;CAVALCANTE (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;49;49;49;;0;0;49;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759214
4.464;0000.00.4464;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL IRACEMA VALENTE FRANCO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2018;2018;Portaria 517 de 24/05/2018;Sem informação.;CORUMBÁ DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;371;371;372;;0;0;371;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759138
4.467;0000.00.4467;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAMPOS ÚMIDOS VOCHYSIAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2021;2021;Portaria 558 de 01/09/2021;Sem informação.;ALTO PARAÍSO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;18;18;18;;0;0;18;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759085
4.469;0000.00.4469;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MAGIA DO CERRADO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2019;2019;Portaria 423 de 26/08/2019;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;19;19;4;;0;0;19;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759151
4.471;0000.00.4471;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARAÍVAS CHÁCARA VALE DA DHYANA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2019;2019;Portaria 427 de 26/08/2019;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;5;5;5;;0;0;5;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759088
4.472;0000.00.4472;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO ECOLÓGICO OLHOS D'ÁGUA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2015;2015;Portaria 56 de 16/12/2015;Sem informação.;ALEXÂNIA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;12;12;12;;0;0;12;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759199
4.473;0000.00.4473;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTINHO DO RIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2019;2019;Portaria 388 de 24/07/2019;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2;2;2;;0;0;2;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759086
4.474;0000.00.4474;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRINHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2019;2019;Portaria 575 de 08/10/2019;Sem informação.;SANTO ANTÔNIO DO DESCOBERTO (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;90;90;90;;0;0;90;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759083
4.475;0000.00.4475;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO CLARO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2022;2022;Portaria 133 de 02/03/2022;Sem informação.;JATAÍ (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;48;48;48;;0;0;48;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759190
4.476;0000.00.4476;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SIMPLICIDADE;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2021;2021;Portaria 434 de 05/07/2021;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4;4;4;;0;0;4;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759210
4.477;0000.00.4477;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLOR DAS ÁGUAS DO CERRADO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2021;2021;Portaria 978 de 10/12/2021;Sem informação.;CAVALCANTE (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;28;28;28;;0;0;28;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759129
4.479;0000.00.4479;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CHAPADÕES;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;2021;2021;Portaria 713 de 08/11/2021;Sem informação.;ALTO PARNAÍBA (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1.748;1.748;1.748;;0;0;1.748;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759119
4.480;0000.00.4480;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MIMOSA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2021;2021;Portaria 759 de 22/11/2021;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2;2;2;;0;0;2;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759155
4.483;0000.00.4483;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA BORBOLETA AZUL;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2019;2019;Portaria 343 de 25/07/2019;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;5;5;5;;0;0;5;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759153
4.487;0000.00.4487;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PAU TERRA II;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2021;2021;Portaria 366 de 10/06/2021;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6;6;6;;0;0;6;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759171
4.488;0000.00.4488;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO SEGREDO;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;2021;2021;Portaria 604 de 22/09/2021;Sem informação.;LAJEADO (TO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;33;33;32;;0;0;33;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759156
4.489;0000.00.4489;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SEGREDOS DO CERRADO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2019;2019;Portaria 422 de 26/08/2019;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;7;7;7;;0;0;7;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759201
4.490;0000.00.4490;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DO REDONDO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2021;2021;Portaria 637 de 06/10/2021;Sem informação.;BARREIRAS (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;68;68;68;;0;0;68;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759082
4.493;0000.00.4493;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MURUNDU;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2021;2021;Portaria 716 de 08/11/2021;Sem informação.;ALTO PARAÍSO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;41;41;21;;0;0;41;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555759158
